"統計名：","人口推計 各月1日現在人口 概算値"
"表番号：","001"
"表題：","[概算値] 年齢（５歳階級），男女，月別人口－総人口（各月１日現在）-令和２年国勢調査基準-"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"***","該当数値がないもの"
"-","該当数値がないもの　"

"","","","","","","","","","","","","","","","","","","/男女別 コード","000","001","002"
"","","","","","","","","","","","","","","","","","","/男女別 補助コード","-","-","-"
"表章項目 コード","表章項目 補助コード","表章項目","人口 コード","人口 補助コード","人口","概算値 コード","概算値 補助コード","概算値","全国 コード","全国 補助コード","全国","時間軸（年月日現在） コード","時間軸（年月日現在） 補助コード","時間軸（年月日現在）","年齢5歳階級 コード","年齢5歳階級 補助コード","年齢5歳階級","/男女別","男女計","男","女"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01000","","総数","","12,484","6,067","6,416"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01001","","0～4歳","","429","220","209"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01002","","5～9歳","","497","255","243"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01003","","10～14歳","","532","272","259"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01004","","15～19歳","","551","283","268"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01005","","20～24歳","","616","315","301"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01006","","25～29歳","","634","325","309"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01007","","30～34歳","","644","329","315"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01008","","35～39歳","","725","368","357"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01009","","40～44歳","","799","405","394"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01010","","45～49歳","","953","482","470"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01011","","50～54歳","","937","472","465"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01012","","55～59歳","","799","399","400"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01013","","60～64歳","","741","367","375"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01014","","65～69歳","","761","370","391"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01015","","70～74歳","","948","447","501"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01016","","75～79歳","","689","308","380"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01017","","80～84歳","","571","238","333"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01018","","85～89歳","","394","142","252"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01019","","90～94歳","","198","56","142"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01020","","95～99歳","","57","11","45"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","02000","","（再掲）15歳未満","","1,458","747","711"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01023","","（再掲）15～64歳","","7,400","3,747","3,653"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01024","","（再掲）65歳以上","","3,626","1,574","2,052"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01026","","（再掲）うち75歳以上","","1,917","757","1,160"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000707","","2022年7月","01027","","（再掲）うち85歳以上","","657","210","447"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01000","","総数","","12,478","6,064","6,414"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01001","","0～4歳","","428","219","209"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01002","","5～9歳","","496","254","242"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01003","","10～14歳","","531","272","259"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01004","","15～19歳","","550","282","268"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01005","","20～24歳","","615","315","300"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01006","","25～29歳","","634","325","309"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01007","","30～34歳","","643","329","314"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01008","","35～39歳","","724","368","356"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01009","","40～44歳","","797","404","393"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01010","","45～49歳","","951","481","469"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01011","","50～54歳","","939","473","466"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01012","","55～59歳","","802","401","401"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01013","","60～64歳","","742","367","375"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01014","","65～69歳","","759","369","390"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01015","","70～74歳","","943","445","498"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01016","","75～79歳","","694","311","383"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01017","","80～84歳","","572","238","334"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01018","","85～89歳","","394","142","252"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01019","","90～94歳","","198","56","142"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01020","","95～99歳","","57","11","45"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","02000","","（再掲）15歳未満","","1,455","746","710"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01023","","（再掲）15～64歳","","7,396","3,745","3,651"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01024","","（再掲）65歳以上","","3,626","1,574","2,052"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01026","","（再掲）うち75歳以上","","1,925","760","1,164"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000808","","2022年8月","01027","","（再掲）うち85歳以上","","658","211","448"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01000","","総数","","12,475","6,063","6,412"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01001","","0～4歳","","426","218","208"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01002","","5～9歳","","496","254","242"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01003","","10～14歳","","531","272","259"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01004","","15～19歳","","550","282","267"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01005","","20～24歳","","614","314","300"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01006","","25～29歳","","635","325","309"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01007","","30～34歳","","642","328","314"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01008","","35～39歳","","722","367","355"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01009","","40～44歳","","796","403","392"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01010","","45～49歳","","948","480","468"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01011","","50～54歳","","941","474","467"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01012","","55～59歳","","805","402","403"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01013","","60～64歳","","743","368","375"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01014","","65～69歳","","756","368","388"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01015","","70～74歳","","938","443","496"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01016","","75～79歳","","699","313","386"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2022000909","","2022年9月","01017","","80～84歳","","574","239","335"
